"";"child_id";"db_dob";"mobile_dob";"pabiq_dob_1";"pabiq_dob_2";"pabiq_dob_3";"pabiq_dob_4";"pabiq_dob_5";"pabiq_dob_6";"pabiq_dob_7";"pabiq_dob_8";"pabiq_dob_9";"pabiq_dob_10";"cdi_dob_1";"cdi_dob_2";"dob";"created_at";"updated_at";"age_at_study_entry"
"1038";"2076";2019-01-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-01-26;2021-09-26 20:06:02;2021-09-26 20:09:59;32
"1039";"2077";2020-06-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-26;2021-09-26 20:11:28;2021-09-26 20:25:58;15
"1040";"2078";2019-10-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-10-26;2021-09-26 20:22:58;2021-09-26 20:23:11;23
"1041";"2079";2020-06-26;2020-06-21;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-21;2021-09-26 20:27:23;2021-09-26 20:27:36;15
"1042";"2080";2020-02-26;NA;2020-02-13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-13;2021-09-26 20:27:29;2021-09-26 20:27:45;19
"1043";"2081";2020-11-03;2020-09-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-09-05;2021-09-26 20:27:54;2021-12-03 11:39:09;12
"1044";"2082";2020-02-26;NA;2020-03-20;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-03-04;NA;2020-02-26;2021-09-26 20:52:45;2021-09-26 20:52:49;19
"1045";"2083";2019-11-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-26;2021-09-26 20:56:36;2021-09-26 20:56:36;22
"1046";"2084";2020-02-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-26;2021-09-26 21:00:07;2021-09-26 21:00:08;19
"1047";"2085";2020-09-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-09-26;2021-09-26 21:12:22;2021-09-26 21:12:22;12
"1048";"2086";2019-08-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-08-26;2021-09-26 21:19:46;2021-09-26 21:19:53;25
"1049";"2087";2021-03-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-03-26;2021-09-26 21:51:26;2021-09-26 21:55:37;6
"1050";"2088";2020-02-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-26;2021-09-26 21:58:57;2021-09-26 21:58:57;19
"1051";"2089";2020-06-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-27;2021-09-26 22:38:36;2021-09-27 21:48:20;14
"1052";"2090";2019-10-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-10-26;2021-09-26 22:43:44;2021-09-26 22:43:44;23
"1053";"2091";2019-05-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-05-27;2021-09-27 05:07:08;2021-09-27 05:07:18;28
"1054";"2092";2021-04-27;NA;2021-04-29;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-04-29;NA;2021-04-29;2021-09-27 05:22:04;2021-09-27 05:22:04;4
"1055";"2093";2020-03-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-03-27;2021-09-27 05:30:55;2021-09-27 05:30:55;18
"1056";"2094";2020-08-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-08-27;2021-09-27 05:33:52;2021-09-27 05:33:52;13
"1057";"2095";2019-04-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-04-27;2021-09-27 05:39:39;2021-09-27 05:43:45;29
"1058";"2096";2019-10-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-10-27;2021-09-27 05:46:40;2021-09-27 05:46:40;23
"1059";"2097";2019-10-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-10-27;2021-09-27 05:52:02;2021-09-27 05:52:02;23
"1060";"2098";2019-12-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-12-27;2021-09-27 06:18:14;2021-09-27 06:18:14;21
"1061";"2099";2020-02-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-27;2021-09-27 06:45:37;2021-09-27 06:45:37;19
"1062";"2100";2019-09-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-09-30;2021-09-27 10:30:46;2021-09-30 18:01:29;23
"1063";"2101";2020-01-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-01-27;2021-09-27 11:10:49;2021-09-27 11:13:33;20
"1064";"2102";2018-07-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-07-27;2021-09-27 11:13:03;2021-09-27 11:13:03;38
"1065";"2103";2019-06-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-06-27;2021-09-27 11:31:46;2021-09-27 11:31:46;27
"1066";"2104";2019-03-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-03-27;2021-09-27 12:33:01;2021-09-27 12:33:01;30
"1067";"2105";2020-02-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-27;2021-09-27 12:46:05;2021-09-27 12:46:09;19
"1068";"2106";2019-07-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-07-27;2021-09-27 15:18:51;2021-09-27 17:27:42;26
"1069";"2107";2021-06-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-06-27;2021-09-27 15:19:54;2021-09-27 17:26:35;3
"1070";"2108";2018-11-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-11-27;2021-09-27 16:22:50;2021-09-27 16:22:50;34
"1071";"2109";2019-12-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-12-27;2021-09-27 16:24:21;2021-09-27 16:24:21;21
"1072";"2110";2021-04-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-04-27;2021-09-27 16:42:33;2021-09-27 16:42:38;5
"1073";"2111";2019-09-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-09-27;2021-09-27 16:48:17;2021-09-27 16:50:46;24
"1074";"2112";2021-02-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-02-27;2021-09-27 16:51:33;2021-09-27 16:54:51;7
"1075";"2113";2019-07-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-07-27;2021-09-27 18:12:41;2021-09-27 18:12:48;26
"1076";"2114";2019-08-27;NA;2019-09-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-08-27;2021-09-27 18:38:40;2021-09-27 18:38:40;25
"1077";"2115";2019-12-12;NA;2019-12-12;2019-12-12;2019-12-12;NA;NA;NA;NA;NA;NA;NA;2019-12-12;NA;2019-12-12;2021-09-27 18:44:36;2023-07-17 15:12:59;21
"1078";"2116";2021-01-27;2021-02-10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-01-27;2021-09-27 18:45:38;2021-09-27 19:20:48;8
"1079";"2117";2019-08-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-08-27;2021-09-27 18:52:15;2021-09-27 18:52:15;25
"1080";"2118";2021-01-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-01-27;2021-09-27 18:56:30;2021-09-27 18:56:30;8
"1081";"2119";2020-05-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-05-27;2021-09-27 19:51:30;2021-09-27 19:51:38;16
"1082";"2120";2020-04-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-04-27;2021-09-27 19:53:07;2021-09-27 19:53:07;17
"1083";"2121";2019-04-27;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-04-27;2021-09-27 22:39:59;2021-09-27 22:40:05;29
"1084";"2122";2020-07-28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-07-28;2021-09-28 09:12:06;2021-09-28 09:14:55;14
"1085";"2123";2019-12-28;2020-01-01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-12-28;2021-09-28 17:43:08;2021-09-28 17:43:08;21
"1086";"2124";2017-09-28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-09-28;2021-09-28 20:15:13;2021-09-28 20:15:13;48
"1087";"2125";2020-08-29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-08-29;2021-09-29 06:28:59;2021-09-29 06:29:06;13
"1088";"2127";2020-02-29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-29;2021-09-29 19:24:39;2021-09-29 19:28:49;19
"1089";"2128";1972-07-29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1972-07-29;2021-09-29 20:16:54;2021-09-29 20:16:54;590
"1090";"2129";2021-06-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-06-30;2021-09-30 11:51:27;2021-09-30 11:51:35;3
"1091";"2130";2020-11-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-11-30;2021-09-30 12:52:45;2021-09-30 12:52:45;10
"1092";"2131";2020-10-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-10-30;2021-09-30 13:14:32;2021-09-30 13:14:32;11
"1093";"2132";2020-05-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-05-30;2021-09-30 15:35:40;2021-09-30 15:35:53;16
"1094";"2133";2021-08-10;NA;2021-05-15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-05-15;2021-09-30 17:30:36;2022-01-10 20:15:37;4
"1095";"2134";2020-01-30;NA;2020-02-13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-01-30;2021-09-30 17:41:36;2021-09-30 17:41:36;20
"1096";"2135";2020-02-29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-29;2021-09-30 19:03:56;2021-09-30 19:03:56;19
"1097";"2136";2020-07-30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-07-30;2021-09-30 21:00:12;2021-09-30 21:00:12;14
"1098";"2137";2020-02-29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-29;2021-09-30 21:08:58;2021-09-30 21:08:58;19
"1099";"2138";2021-05-01;NA;2021-04-16;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-04-16;NA;2021-04-16;2021-10-01 09:39:45;2021-10-01 09:39:45;5
"1100";"2139";2021-01-04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-01-04;2021-10-01 18:00:05;2021-10-04 16:48:23;8
"1101";"2140";2021-09-06;2021-09-19;2021-09-19;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-09-19;NA;2021-09-19;2021-10-01 20:04:54;2021-12-06 20:26:09;0
"1102";"2141";2018-10-01;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-10-01;2021-10-01 22:55:42;2021-10-01 22:55:56;36
"1103";"2142";2021-02-02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-02-02;2021-10-02 18:10:40;2021-10-02 18:10:40;8
"1104";"2143";2020-12-02;NA;2020-11-23;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-11-23;NA;2020-11-23;2021-10-02 18:59:40;2021-10-02 18:59:40;10
"1105";"2144";2020-08-02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-08-02;2021-10-02 20:02:23;2021-10-02 20:02:23;14
"1106";"2145";2019-09-02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-09-02;2021-10-02 20:46:36;2021-10-02 20:46:36;25
"1107";"2146";2019-10-02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-10-02;2021-10-02 21:01:56;2021-10-02 21:02:24;24
"1108";"2147";2017-02-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-02-03;2021-10-03 16:38:36;2021-10-03 16:38:36;56
"1109";"2148";2018-07-04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-07-04;2021-10-04 04:58:23;2021-10-04 04:58:23;39
"1110";"2149";2021-06-06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-06-06;2021-10-04 18:34:06;2022-06-06 20:09:51;3
"1111";"2151";2019-05-04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-05-04;2021-10-04 21:11:43;2021-10-04 21:11:43;29
"1112";"2152";2021-02-04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-02-04;2021-10-04 21:12:31;2021-10-04 21:12:35;8
"1113";"2153";2021-05-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-05-05;2021-10-04 23:56:38;2021-10-05 08:56:51;4
"1114";"2154";2020-03-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-03-05;2021-10-05 05:56:45;2021-10-05 05:58:42;19
"1115";"2155";2019-05-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-05-05;2021-10-05 12:37:03;2021-10-05 12:37:03;29
"1116";"2156";2019-11-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-05;2021-10-05 15:28:22;2021-10-05 15:29:14;23
"1117";"2157";2019-09-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-09-05;2021-10-05 15:37:46;2021-10-05 15:38:45;25
"1118";"2158";2021-07-16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-07-16;2021-10-05 15:47:26;2022-03-16 21:14:07;2
"1119";"2159";2020-03-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-03-05;2021-10-05 21:39:06;2021-10-05 21:39:06;19
"1120";"2160";2020-10-05;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-10-05;2021-10-05 22:02:12;2021-10-05 22:02:20;12
"1121";"2161";2005-07-06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2005-07-06;2021-10-06 09:43:33;2021-10-06 09:43:33;195
"1122";"2162";2021-07-06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-07-06;2021-10-06 15:26:19;2021-10-06 15:26:19;3
"1123";"2163";2019-12-06;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-12-06;2021-10-06 18:18:43;2021-10-06 18:18:43;22
"1124";"2164";2020-05-08;NA;2020-05-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-05-08;2021-10-07 10:07:03;2021-10-08 08:59:49;16
"1125";"2165";2021-09-07;2021-09-21;2021-09-21;2021-09-21;2021-09-21;NA;NA;NA;NA;NA;NA;NA;2021-09-21;NA;2021-09-21;2021-10-07 12:41:22;2021-10-07 12:41:26;0
"1126";"2166";2016-09-07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-09-07;2021-10-07 16:23:40;2021-10-07 16:25:30;61
"1127";"2167";2020-07-07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-07-07;2021-10-07 16:24:20;2021-10-07 16:27:05;15
"1128";"2168";2008-10-07;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2008-10-07;2021-10-07 16:35:08;2021-10-07 16:39:10;156
"1129";"2169";2020-06-16;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-16;2021-10-08 07:22:50;2021-11-16 20:21:17;15
"1130";"2170";2020-03-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-03-08;2021-10-08 07:28:33;2021-10-08 07:29:37;19
"1131";"2171";2020-05-08;NA;2020-05-18;2020-05-18;2020-05-18;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-05-18;2021-10-08 13:59:32;2021-10-08 13:59:32;16
"1132";"2172";2021-03-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-03-08;2021-10-08 16:33:09;2021-10-08 16:33:09;7
"1133";"2173";2020-08-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-08-08;2021-10-08 16:35:37;2021-10-08 16:35:37;14
"1134";"2174";2021-07-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-07-08;2021-10-08 16:36:54;2021-10-08 16:36:54;3
"1135";"2175";2019-12-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-12-08;2021-10-08 16:39:30;2021-10-08 16:39:30;22
"1136";"2176";2020-07-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-07-08;2021-10-08 16:42:18;2021-10-08 16:42:43;15
"1137";"2177";2019-07-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-07-08;2021-10-08 16:46:50;2021-10-08 16:46:50;27
"1138";"2178";2017-08-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-08-08;2021-10-08 16:48:16;2021-10-08 16:48:32;50
"1139";"2179";2016-03-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-03-08;2021-10-08 16:51:50;2021-10-08 16:51:50;67
"1140";"2180";2020-12-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-12-08;2021-10-08 16:52:12;2021-10-08 16:52:12;10
"1141";"2181";2020-12-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-12-08;2021-10-08 16:52:34;2021-10-08 16:52:34;10
"1142";"2182";2020-05-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-05-08;2021-10-08 16:52:41;2021-10-08 16:52:58;17
"1143";"2183";2017-07-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2017-07-08;2021-10-08 16:54:23;2021-10-08 16:56:26;51
"1144";"2184";2020-04-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-04-08;2021-10-08 16:55:19;2021-10-08 16:55:19;18
"1145";"2185";2020-04-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-04-08;2021-10-08 16:57:50;2021-10-08 16:57:50;18
"1146";"2186";2020-02-29;2020-02-18;2020-02-18;2020-02-01;2020-02-02;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-18;2021-10-08 16:58:25;2021-10-29 16:48:55;19
"1147";"2187";2020-05-02;NA;2020-05-02;2020-05-02;NA;NA;NA;NA;NA;NA;NA;NA;2020-05-02;NA;2020-05-02;2021-10-08 17:05:24;2022-07-15 16:57:37;17
"1148";"2188";2021-09-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-09-08;2021-10-08 17:05:51;2021-10-08 17:05:51;1
"1149";"2189";2020-07-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-07-08;2021-10-08 17:06:14;2021-10-08 17:06:46;15
"1150";"2190";2019-11-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-08;2021-10-08 17:25:27;2021-10-08 17:25:27;23
"1151";"2191";2019-11-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-11-08;2021-10-08 17:27:08;2021-10-08 17:27:08;23
"1152";"2192";2019-03-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-03-08;2021-10-08 17:29:50;2021-10-08 17:29:50;31
"1153";"2193";2020-01-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-01-08;2021-10-08 17:42:53;2021-10-08 17:42:53;21
"1154";"2194";2021-06-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-06-08;2021-10-08 17:49:25;2021-10-08 17:49:25;4
"1155";"2196";2020-03-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-03-08;2021-10-08 18:32:45;2021-10-08 18:33:05;19
"1156";"2197";2021-04-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-04-08;2021-10-08 18:45:02;2021-10-08 18:45:12;6
"1157";"2198";2021-02-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-02-08;2021-10-08 18:46:15;2021-10-08 18:46:15;8
"1158";"2199";2020-11-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-11-08;2021-10-08 19:05:26;2021-10-08 19:09:13;11
"1159";"2200";2020-11-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-11-08;2021-10-08 19:08:00;2021-10-08 19:08:00;11
"1160";"2201";2020-01-19;NA;2019-11-26;2019-11-26;2019-11-26;2019-11-26;2019-11-26;NA;NA;NA;NA;NA;2019-11-26;NA;2019-11-26;2021-10-08 19:24:42;2023-03-11 15:53:27;22
"1161";"2202";2021-04-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-04-08;2021-10-08 19:24:45;2021-10-08 19:24:45;6
"1162";"2203";2021-06-11;NA;2021-06-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-06-11;NA;2021-06-11;2021-10-08 19:25:47;2023-03-11 15:56:02;3
"1163";"2204";2021-08-08;2021-08-08;2021-08-10;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-08-10;NA;2021-08-08;2021-10-08 19:27:01;2021-10-08 19:27:01;2
"1164";"2205";2020-08-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-08-08;2021-10-08 21:02:20;2021-10-08 21:02:20;14
"1165";"2206";2020-03-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-03-08;2021-10-08 21:05:09;2021-10-08 21:05:09;19
"1166";"2207";2021-07-08;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-07-08;2021-10-08 21:06:00;2021-10-08 21:06:00;3
"1167";"2208";2021-05-09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-05-09;2021-10-09 06:24:32;2021-10-09 06:24:32;5
"1168";"2209";2020-08-09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-08-09;2021-10-09 06:28:39;2021-10-09 06:28:39;14
"1169";"2210";2021-07-25;2021-07-25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-07-25;2021-10-09 09:12:58;2022-08-08 13:13:48;2
"1170";"2211";2018-10-09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2018-10-09;2021-10-09 09:32:54;2021-10-09 09:33:27;36
"1171";"2212";2020-12-09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-12-09;2021-10-09 11:36:32;2021-10-09 11:36:32;10
"1172";"2213";2016-01-09;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2016-01-09;2021-10-09 15:16:38;2021-10-09 15:16:38;69
"1173";"2214";2021-04-26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-04-26;2021-10-09 15:51:44;2021-12-26 17:10:33;5
"1174";"2215";2020-10-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-10-03;2021-10-09 20:31:23;2021-11-03 05:53:07;12
"1175";"2216";2020-10-03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-10-03;2021-10-09 20:33:41;2021-11-03 05:56:51;12
"1176";"2217";2020-11-10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-11-10;2021-10-10 13:17:23;2021-10-10 13:17:23;11
"1177";"2219";2020-10-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-10-11;2021-10-11 12:32:18;2021-10-11 12:32:18;12
"1178";"2220";2013-01-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-01-11;2021-10-11 12:34:02;2021-10-11 12:34:02;105
"1179";"2221";2021-05-11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-05-11;2021-10-11 15:39:58;2021-10-11 15:40:04;5
"1180";"2222";2021-03-10;NA;2021-03-10;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-03-10;NA;2021-03-10;2021-10-11 21:16:49;2023-02-12 22:51:02;7
"1181";"2224";2021-08-12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-08-12;2021-10-12 16:58:17;2021-10-12 16:58:17;2
"1182";"2225";2020-02-13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-02-13;2021-10-13 06:09:29;2021-10-13 06:09:29;20
"1183";"2226";2020-03-13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-03-13;2021-10-13 10:12:27;2021-10-13 10:17:05;19
"1184";"2227";2021-02-02;NA;2020-11-12;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-11-12;NA;2020-11-12;2021-10-13 13:02:28;2022-01-02 19:56:18;11
"1185";"2228";2019-09-13;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-09-13;2021-10-13 19:54:02;2021-10-13 20:08:36;25
"1186";"2229";2019-09-14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2019-09-14;2021-10-14 18:34:06;2021-10-14 18:34:06;25
"1187";"2230";2020-10-17;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-10-17;2021-10-14 19:17:44;2021-10-17 20:18:39;11
"1188";"2231";2020-06-14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2020-06-14;2021-10-14 19:49:44;2021-10-14 19:49:44;16
"1189";"2232";2021-05-29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2021-05-29;2021-10-15 09:08:21;2021-12-29 09:23:10;4
